J. A. FENNELLY and D. G. TORR Photon Cross Sections for O, N2, O2, and N
TABLE 1. Photoionization and Photoabsorption Cross Sections for O, N2, O2, and N
See page 331 for Explanation of Tables
Wavelength(Angstrom) | O->       | N2->              | O2->              | N-> |
|    | 4S  2D  2P  4pe  2pe  ION | ABS  N2+  N+  ION | ABS  O2+  O+  ION | ION |
|    |                                x10-18 cm2                               |

890.50 2.71 0.00 0.00 0.00 0.00 2.71 3.00 0.00 0.00 0.00 9.00 7.20 0.00 7.20 0.00
891.00 2.71 0.00 0.00 0.00 0.00 2.71 67.00 0.00 0.00 0.00 10.50 8.40 0.00 8.40 0.00
891.50 2.72 0.00 0.00 0.00 0.00 2.72 25.00 0.00 0.00 0.00 9.76 7.81 0.00 7.81 0.00
892.00 2.72 0.00 0.00 0.00 0.00 2.72 15.00 0.00 0.00 0.00 8.46 6.77 0.00 6.77 0.00
892.50 2.73 0.00 0.00 0.00 0.00 2.73 15.00 0.00 0.00 0.00 7.16 5.73 0.00 5.73 0.00
893.00 2.73 0.00 0.00 0.00 0.00 2.73 1.00 0.00 0.00 0.00 5.86 4.69 0.00 4.69 0.00
893.50 2.74 0.00 0.00 0.00 0.00 2.74 14.00 0.00 0.00 0.00 3.09 6.11 0.00 6.11 0.00
894.00 2.74 0.00 0.00 0.00 0.00 2.74 10.00 0.00 0.00 0.00 11.20 7.84 0.00 7.84 0.00
894.50 2.75 0.00 0.00 0.00 0.00 2.75 3.00 0.00 0.00 0.00 9.64 7.85 0.00 7.85 0.00
894.70 2.75 0.00 0.00 0.00 0.00 2.75 3.00 0.00 0.00 0.00 9.02 7.76 0.00 7.76 0.00
895.00 2.75 0.00 0.00 0.00 0.00 2.75 3.00 0.00 0.00 0.00 8.09 6.34 0.00 6.34 0.00
895.50 2.76 0.00 0.00 0.00 0.00 2.76 3.00 0.00 0.00 0.00 6.53 4.29 0.00 4.29 0.00
895.80 2.77 0.00 0.00 0.00 0.00 2.77 3.00 0.00 0.00 0.00 5.60 3.25 0.00 3.25 0.00
896.00 2.77 0.00 0.00 0.00 0.00 2.77 3.00 0.00 0.00 0.00 5.84 3.41 0.00 3.41 0.00
896.50 2.78 0.00 0.00 0.00 0.00 2.78 25.00 0.00 0.00 0.00 6.44 3.83 0.00 3.83 0.00
897.00 2.79 0.00 0.00 0.00 0.00 2.79 11.00 0.00 0.00 0.00 7.04 4.25 0.00 4.25 0.00
897.20 2.79 0.00 0.00 0.00 0.00 2.79 104.00 0.00 0.00 0.00 7.28 4.43 0.00 4.43 0.00
897.50 2.80 0.00 0.00 0.00 0.00 2.80 64.00 0.00 0.00 0.00 7.03 4.29 0.00 4.29 0.00
898.00 2.81 0.00 0.00 0.00 0.00 2.81 1.00 0.00 0.00 0.00 6.10 3.74 0.00 3.74 0.00
898.50 2.82 0.00 0.00 0.00 0.00 2.82 3.00 0.00 0.00 0.00 5.17 3.18 0.00 3.18 0.00
898.70 2.82 0.00 0.00 0.00 0.00 2.82 4.20 0.00 0.00 0.00 4.80 2.95 0.00 2.95 0.00
899.00 2.83 0.00 0.00 0.00 0.00 2.83 6.00 0.00 0.00 0.00 5.62 3.46 0.00 3.46 0.00
899.50 2.84 0.00 0.00 0.00 0.00 2.84 10.00 0.00 0.00 0.00 6.99 4.31 0.00 4.31 0.00
900.00 2.85 0.00 0.00 0.00 0.00 2.85 12.00 0.00 0.00 0.00 8.35 5.17 0.00 5.17 0.00
900.20 2.85 0.00 0.00 0.00 0.00 2.85 11.20 0.00 0.00 0.00 8.90 5.52 0.00 5.52 0.00
900.50 2.84 0.00 0.00 0.00 0.00 2.84 10.00 0.00 0.00 0.00 10.40 6.40 0.00 6.40 0.00
901.00 2.83 0.00 0.00 0.00 0.00 2.83 3.00 0.00 0.00 0.00 12.90 7.83 0.00 7.83 0.00
901.30 2.82 0.00 0.00 0.00 0.00 2.82 31.00 0.00 0.00 0.00 12.58 7.57 0.00 7.57 0.00
901.50 2.82 0.00 0.00 0.00 0.00 2.82 27.00 0.00 0.00 0.00 11.76 7.03 0.00 7.03 0.00
902.00 2.81 0.00 0.00 0.00 0.00 2.81 6.00 0.00 0.00 0.00 9.70 5.72 0.00 5.72 0.00
903.00 2.79 0.00 0.00 0.00 0.00 2.79 10.00 0.00 0.00 0.00 10.31 7.29 0.00 7.29 0.00
903.50 2.78 0.00 0.00 0.00 0.00 2.78 1.00 0.00 0.00 0.00 10.62 8.12 0.00 8.12 0.00
903.80 2.77 0.00 0.00 0.00 0.00 2.77 5.20 0.00 0.00 0.00 10.80 8.64 0.00 8.64 0.00
904.00 2.77 0.00 0.00 0.00 0.00 2.77 8.00 0.00 0.00 0.00 10.28 8.10 0.00 8.10 0.00
904.50 2.76 0.00 0.00 0.00 0.00 2.76 14.00 0.00 0.00 0.00 9.00 6.81 0.00 6.81 0.00
905.00 2.75 0.00 0.00 0.00 0.00 2.75 12.00 0.00 0.00 0.00 7.71 5.60 0.00 5.60 0.00
905.50 2.75 0.00 0.00 0.00 0.00 2.75 10.00 0.00 0.00 0.00 6.42 4.46 0.00 4.46 0.00
906.00 2.75 0.00 0.00 0.00 0.00 2.75 3.00 0.00 0.00 0.00 5.13 3.41 0.00 3.41 0.00
906.40 2.75 0.00 0.00 0.00 0.00 2.75 1.40 0.00 0.00 0.00 4.10 2.62 0.00 2.62 0.00
907.00 2.75 0.00 0.00 0.00 0.00 2.75 1.00 0.00 0.00 0.00 6.54 4.24 0.00 4.24 0.00
907.40 2.75 0.00 0.00 0.00 0.00 2.75 1.00 0.00 0.00 0.00 8.16 5.34 0.00 5.34 0.00
908.00 2.68 0.00 0.00 0.00 0.00 2.68 15.00 0.00 0.00 0.00 10.60 7.02 0.00 7.02 0.00
908.50 2.62 0.00 0.00 0.00 0.00 2.62 15.00 0.00 0.00 0.00 12.63 8.45 0.00 8.45 0.00
909.00 2.55 0.00 0.00 0.00 0.00 2.55 9.00 0.00 0.00 0.00 14.66 9.91 0.00 9.91 0.00
909.50 2.49 0.00 0.00 0.00 0.00 2.49 6.00 0.00 0.00 0.00 16.69 11.40 0.00 11.40 0.00
909.80 2.45 0.00 0.00 0.00 0.00 2.45 4.20 0.00 0.00 0.00 16.15 11.10 0.00 11.10 0.00
910.00 1.15 0.00 0.00 0.00 0.00 1.15 3.00 0.00 0.00 0.00 15.20 10.49 0.00 10.49 0.00
910.40 0.75 0.00 0.00 0.00 0.00 0.75 1.00 0.00 0.00 0.00 17.04 10.80 0.00 10.80 0.00
911.00 0.49 0.00 0.00 0.00 0.00 0.49 14.00 0.00 0.00 0.00 15.23 9.58 0.00 9.58 0.00
911.50 0.30 0.00 0.00 0.00 0.00 0.30 6.00 0.00 0.00 0.00 12.96 8.27 0.00 8.27 0.00
911.76 0.20 0.00 0.00 0.00 0.00 0.20 3.40 0.00 0.00 0.00 11.78 7.57 0.00 7.57 0.00
912.00 0.14 0.00 0.00 0.00 0.00 0.14 1.00 0.00 0.00 0.00 10.70 6.92 0.00 6.92 0.00
912.32 0.06 0.00 0.00 0.00 0.00 0.06 1.00 0.00 0.00 0.00 9.24 6.03 0.00 6.03 0.00
912.50 0.04 0.00 0.00 0.00 0.00 0.04 1.00 0.00 0.00 0.00 38.43 5.53 0.00 5.53 0.00
913.00 0.00 0.00 0.00 0.00 0.00 0.00 82.00 0.00 0.00 0.00 6.16 4.09 0.00 4.09 0.00
913.30 0.00 0.00 0.00 0.00 0.00 0.00 53.80 0.00 0.00 0.00 4.80 3.22 0.00 3.22 0.00
913.50 0.00 0.00 0.00 0.00 0.00 0.00 35.00 0.00 0.00 0.00 5.17 3.56 0.00 3.56 0.00
914.00 0.00 0.00 0.00 0.00 0.00 0.00 15.00 0.00 0.00 0.00 6.10 4.48 0.00 4.48 0.00
914.50 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 7.03 5.49 0.00 5.49 0.00
914.70 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 7.40 5.92 0.00 5.92 0.00
915.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 6.30 4.66 0.00 4.66 0.00
915.50 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 4.47 2.8 0.00 2.86 0.00
916.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 8.93 5.71 0.00 5.71 0.00
916.50 0.00 0.00 0.00 0.00 0.00 0.00 42.00 0.00 0.00 0.00 14.96 9.95 0.00 9.95 0.00
917.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 20.99 14.48 0.00 14.48 0.00
917.20 0.00 0.00 0.00 0.00 0.00 0.00 1.80 0.00 0.00 0.00 23.40 16.38 0.00 16.38 0.00
917.50 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 21.49 15.88 0.00 15.88 0.00
918.00 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 18.30 14.70 0.00 14.70 0.00
918.50 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 15.11 13.12 0.00 13.12 0.00
918.90 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 12.56 11.56 0.00 11.56 0.00
919.50 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 8.74 7.51 0.00 7.51 0.00
919.90 0.00 0.00 0.00 0.00 0.00 0.00 97.00 0.00 0.00 0.00 6.19 5.07 0.00 5.07 0.00
920.40 0.00 0.00 0.00 0.00 0.00 0.00 50.75 0.00 0.00 0.00 3.00 2.31 0.00 2.31 0.00
920.96 0.00 0.00 0.00 0.00 0.00 0.00 27.64 0.00 0.00 0.00 4.39 3.41 0.00 3.41 0.00
921.50 0.00 0.00 0.00 0.00 0.00 0.00 17.00 0.00 0.00 0.00 5.73 4.49 0.00 4.49 0.00
922.00 0.00 0.00 0.00 0.00 0.00 0.00 11.00 0.00 0.00 0.00 6.97 5.51 0.00 5.51 0.00
922.50 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 8.21 6.90 0.00 6.90 0.00
922.80 0.00 0.00 0.00 0.00 0.00 0.00 58.00 0.00 0.00 0.00 8.96 7.74 0.00 7.74 0.00
923.00 0.00 0.00 0.00 0.00 0.00 0.00 17.00 0.00 0.00 0.00 9.45 8.32 0.00 8.32 0.00
923.50 0.00 0.00 0.00 0.00 0.00 0.00 18.50 0.00 0.00 0.00 8.90 5.70 0.00 5.70 0.00
923.70 0.00 0.00 0.00 0.00 0.00 0.00 19.10 0.00 0.00 0.00 11.80 10.62 0.00 10.62 0.00
924.00 0.00 0.00 0.00 0.00 0.00 0.00 20.00 0.00 0.00 0.00 16.15 13.97 0.00 13.97 0.00
924.30 0.00 0.00 0.00 0.00 0.00 0.00 15.20 0.00 0.00 0.00 20.50 17.01 0.00 17.01 0.00
924.50 0.00 0.00 0.00 0.00 0.00 0.00 12.00 0.00 0.00 0.00 23.40 20.59 0.00 20.59 0.00
925.00 0.00 0.00 0.00 0.00 0.00 0.00 22.00 0.00 0.00 0.00 18.22 15.02 0.00 15.02 0.00
925.50 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 13.03 10.03 0.00 10.03 0.00
926.00 0.00 0.00 0.00 0.00 0.00 0.00 14.00 0.00 0.00 0.00 7.85 5.60 0.00 5.60 0.00
926.20 0.00 0.00 0.00 0.00 0.00 0.00 9.60 0.00 0.00 0.00 5.77 4.00 0.00 4.00 0.00
926.40 0.00 0.00 0.00 0.00 0.00 0.00 5.20 0.00 0.00 0.00 3.70 2.48 0.00 2.48 0.00
927.00 0.00 0.00 0.00 0.00 0.00 0.00 18.00 0.00 0.00 0.00 3.90 2.67 0.00 2.67 0.00
927.60 0.00 0.00 0.00 0.00 0.00 0.00 13.20 0.00 0.00 0.00 4.10 2.86 0.00 2.86 0.00
928.00 0.00 0.00 0.00 0.00 0.00 0.00 10.00 0.00 0.00 0.00 3.46 2.45 0.00 2.45 0.00
928.50 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 3.62 2.59 0.00 2.59 0.00
929.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 4.02 2.91 0.00 2.91 0.00
930.00 0.00 0.00 0.00 0.00 0.00 0.00 29.00 0.00 0.00 0.00 3.70 2.74 0.00 2.74 0.00
930.50 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 22.28 16.69 0.00 16.69 0.00
930.75 0.00 0.00 0.00 0.00 0.00 0.00 4.50 0.00 0.00 0.00 23.72 17.86 0.00 17.86 0.00
931.00 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 19.91 15.08 0.00 15.08 0.00
931.50 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 12.30 9.41 0.0 9.41 0.00
931.90 0.00 0.00 0.00 0.00 0.00 0.00 15.00 0.00 0.00 0.00 19.54 15.09 0.00 15.09 0.00
932.40 0.00 0.00 0.00 0.00 0.00 0.00 8.20 0.00 0.00 0.00 28.60 22.31 0.00 22.31 0.00
933.00 0.00 0.00 0.00 0.00 0.00 0.00 7.00 0.00 0.00 0.00 23.76 18.70 0.00 18.70 0.00
933.38 0.00 0.00 0.00 0.00 0.00 0.00 4.72 0.00 0.00 0.00 20.70 16.38 0.00 16.38 0.00
933.50 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 19.73 15.64 0.00 15.64 0.00
934.00 0.00 0.00 0.00 0.00 0.00 0.00 10.00 0.00 0.00 0.00 15.70 12.54 0.00 12.54 0.00
934.50 0.00 0.00 0.00 0.00 0.00 0.00 11.30 0.00 0.00 0.00 11.67 9.39 0.00 9.39 0.00
935.00 0.00 0.00 0.00 0.00 0.00 0.00 5.00 0.00 0.00 0.00 7.64 6.19 0.00 6.19 0.00
935.30 0.00 0.00 0.00 0.00 0.00 0.00 12.00 0.00 0.00 0.00 5.22 4.25 0.00 4.25 0.00
935.50 0.00 0.00 0.00 0.00 0.00 0.00 7.00 0.00 0.00 0.00 3.61 2.94 0.00 2.94 0.00
936.00 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 7.36 6.05 0.00 6.05 0.00
936.50 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 13.07 10.81 0.00 10.81 0.00
937.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 18.77 15.64 0.00 15.64 0.00
937.50 0.00 0.00 0.00 0.00 0.00 0.00 7.00 0.00 0.00 0.00 24.47 20.53 0.00 20.53 0.00
937.80 0.00 0.00 0.00 0.00 0.00 0.00 20.50 0.00 0.00 0.00 27.89 23.50 0.00 23.50 0.00
937.90 0.00 0.00 0.00 0.00 0.00 0.00 25.00 0.00 0.00 0.00 29.03 24.50 0.00 24.50 0.00
938.50 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 35.88 30.52 0.00 30.52 0.00
939.00 0.00 0.00 0.00 0.00 0.00 0.00 148.00 0.00 0.00 0.00 41.58 35.61 0.00 35.61 0.00
939.30 0.00 0.00 0.00 0.00 0.00 0.00 106.00 0.00 0.00 0.00 45.00 38.70 0.00 38.70 0.00
939.50 0.00 0.00 0.00 0.00 0.00 0.00 78.00 0.00 0.00 0.00 43.40 36.59 0.00 36.59 0.00
940.00 0.00 0.00 0.00 0.00 0.00 0.00 27.00 0.00 0.00 0.00 39.40 31.54 0.00 31.54 0.00
940.50 0.00 0.00 0.00 0.00 0.00 0.00 29.00 0.00 0.00 0.00 35.40 26.83 0.00 26.83 0.00
941.00 0.00 0.00 0.00 0.00 0.00 0.00 18.00 0.00 0.00 0.00 31.40 22.47 0.00 22.47 0.00
941.50 0.00 0.00 0.00 0.00 0.00 0.00 15.00 0.00 0.00 0.00 27.40 18.44 0.00 18.44 0.00
942.00 0.00 0.00 0.00 0.00 0.00 0.00 22.00 0.00 0.00 0.00 23.40 14.75 0.00 14.75 0.00
942.40 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 20.20 12.05 0.00 12.05 0.00
943.00 0.00 0.00 0.00 0.00 0.00 0.00 27.00 0.00 0.00 0.00 15.40 8.40 0.00 8.40 0.00
943.30 0.00 0.00 0.00 0.00 0.00 0.00 22.80 0.00 0.00 0.00 13.00 6.76 0.00 6.76 0.00
943.50 0.00 0.00 0.00 0.00 0.00 0.00 20.00 0.00 0.00 0.00 11.40 6.56 0.00 6.56 0.00
944.00 0.00 0.00 0.00 0.00 0.00 0.00 11.00 0.00 0.00 0.00 7.40 5.28 0.00 5.28 0.00
944.50 0.00 0.00 0.00 0.00 0.00 0.00 11.00 0.00 0.00 0.00 3.40 2.90 0.00 2.90 0.00
945.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.0 0.00 0.00 9.52 8.25 0.00 8.25 0.00
946.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 26.81 22.38 0.00 22.38 0.00
947.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 44.10 35.39 0.00 35.39 0.00
947.70 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 56.20 43.84 0.00 43.84 0.00
948.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 49.97 38.92 0.00 38.92 0.00
948.50 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 39.58 30.75 0.00 30.75 0.00
949.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 29.20 22.63 0.00 22.63 0.00
949.50 0.00 0.00 0.00 0.00 0.00 0.00 25.00 0.00 0.00 0.00 18.82 14.55 0.00 14.55 0.00
949.74 0.00 0.00 0.00 0.00 0.00 0.00 13.48 0.00 0.00 0.00 13.83 10.68 0.00 10.68 0.00
950.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 8.43 6.50 0.00 6.50 0.00
950.30 0.00 0.00 0.00 0.00 0.00 0.00 17.20 0.00 0.00 0.00 2.20 1.69 0.00 1.69 0.00
950.50 0.00 0.00 0.00 0.00 0.00 0.00 28.00 0.00 0.00 0.00 4.08 3.14 0.00 3.14 0.00
951.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 8.76 6.75 0.00 6.75 0.00
952.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 18.14 13.97 0.00 13.97 0.00
953.00 0.00 0.00 0.00 0.00 0.00 0.00 12.00 0.00 0.00 0.00 27.51 21.18 0.00 21.18 0.00
954.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 36.89 28.40 0.00 28.40 0.00
955.00 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 46.26 35.62 0.00 35.62 0.00
955.90 0.00 0.00 0.00 0.00 0.00 0.00 18.60 0.00 0.00 0.00 54.70 42.12 0.00 42.12 0.00
956.50 0.00 0.00 0.00 0.00 0.00 0.00 12.00 0.00 0.00 0.00 35.43 27.28 0.00 27.28 0.00
956.70 0.00 0.00 0.00 0.00 0.00 0.00 8.40 0.00 0.00 0.00 29.00 22.33 0.00 22.33 0.00
957.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 35.30 29.65 0.00 29.65 0.00
957.50 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 29.83 24.31 0.00 24.31 0.00
958.00 0.00 0.00 0.00 0.00 0.00 0.00 18.00 0.00 0.00 0.00 24.37 19.25 0.00 19.25 0.00
958.20 0.00 0.00 0.00 0.00 0.00 0.00 134.00 0.00 0.00 0.00 22.18 17.30 0.00 17.30 0.00
958.50 0.00 0.00 0.00 0.00 0.00 0.00 53.00 0.00 0.00 0.00 18.90 14.46 0.00 14.46 0.00
958.80 0.00 0.00 0.00 0.00 0.00 0.00 62.00 0.00 0.00 0.00 15.62 11.72 0.00 11.72 0.00
959.00 0.00 0.00 0.00 0.00 0.00 0.00 47.00 0.00 0.00 0.00 13.43 9.94 0.00 9.94 0.00
959.50 0.00 0.00 0.00 0.00 0.00 0.00 21.00 0.00 0.00 0.00 7.97 5.70 0.00 5.70 0.00
960.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 2.50 1.73 0.00 1.73 0.00
960.50 0.00 0.00 0.00 0.00 0.00 0.00 98.00 0.00 0.00 0.00 5.95 4.17 0.00 4.17 0.00
961.00 0.00 0.00 0.00 0.00 0.00 0.00 51.00 0.00 0.00 0.00 9.39 6.68 0.00 6.68 0.00
961.50 0.00 0.00 0.00 0.00 0.00 0.00 30.00 0.00 0.00 0.00 12.84 9.27 0.00 9.27 0.00
961.90 0.00 0.00 0.00 0.00 0.00 0.00 20.40 0.00 0.00 0.00 15.60 11.40 0.00 11.40 0.00
962.50 0.00 0.00 0.00 0.00 0.00 0.00 10.00 0.00 0.00 0.00 9.67 7.19 0.00 7.9 0.00
962.80 0.00 0.00 0.00 0.00 0.00 0.00 5.80 0.00 0.0 0.00 6.70 5.03 0.00 5.03 0.00
963.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 9.98 7.55 0.00 7.55 0.00
964.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 26.39 20.85 0.00 20.85 0.00
965.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 42.80 35.24 0.00 35.24 0.00
965.50 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 51.00 42.84 0.00 42.84 0.00
966.00 0.00 0.00 0.00 0.00 0.00 0.00 67.00 0.00 0.00 0.00 46.04 38.11 0.00 38.11 0.00
966.50 0.00 0.00 0.00 0.00 0.00 0.00 60.00 0.00 0.00 0.00 41.08 33.50 0.00 33.50 0.00
967.00 0.00 0.00 0.00 0.00 0.00 0.00 31.00 0.00 0.00 0.00 36.12 29.02 0.00 29.02 0.00
967.50 0.00 0.00 0.00 0.00 0.00 0.00 20.00 0.00 0.00 0.00 31.16 24.65 0.00 24.65 0.00
968.00 0.00 0.00 0.00 0.00 0.00 0.00 27.00 0.00 0.00 0.00 26.20 20.41 0.00 20.41 0.00
969.00 0.00 0.00 0.00 0.00 0.00 0.00 10.00 0.00 0.00 0.00 16.29 12.28 0.00 12.28 0.00
969.50 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 11.33 8.40 0.00 8.40 0.00
970.00 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 6.37 4.65 0.00 4.65 0.00
970.40 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 2.40 1.73 0.00 1.73 0.00
971.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 10.74 7.43 0.00 7.43 0.00
971.50 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 0.0 0.00 17.70 11.81 0.00 11.81 0.00
972.00 0.00 0.00 0.00 0.00 0.00 0.00 27.00 0.00 0.00 0.00 24.65 15.87 0.00 15.87 0.00
972.50 0.00 0.00 0.00 0.00 0.00 0.00 120.00 0.00 0.00 0.00 31.60 19.59 0.00 19.59 0.00
972.90 0.00 0.00 0.00 0.00 0.00 0.00 94.40 0.00 0.00 0.00 42.80 24.31 0.00 24.31 0.00
973.50 0.00 0.00 0.00 0.00 0.00 0.00 31.00 0.00 0.00 0.00 28.85 14.14 0.00 14.14 0.00
974.00 0.00 0.00 0.00 0.00 0.00 0.00 20.00 0.00 0.00 0.00 17.23 7.32 0.00 7.32 0.00
974.50 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 5.60 2.02 0.00 2.02 0.00
975.00 0.00 0.00 0.00 0.00 0.00 0.00 5.00 0.00 0.00 0.00 18.85 10.67 0.00 10.67 0.00
975.30 0.00 0.00 0.00 0.00 0.00 0.00 3.80 0.00 0.00 0.00 26.80 18.49 0.00 18.49 0.00
975.50 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 25.86 18.27 0.00 18.27 0.00
976.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 23.52 17.58 0.00 17.58 0.00
976.50 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 21.17 16.70 0.00 16.70 0.00
977.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 18.82 15.62 0.00 15.62 0.00
977.50 0.00 0.00 0.00 0.00 0.00 0.00 8.00 0.00 0.00 0.00 16.48 13.63 0.00 13.63 0.00
978.00 0.00 0.00 0.00 0.00 0.00 0.00 5.00 0.00 0.00 0.00 14.13 11.65 0.00 11.65 0.00
978.50 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 11.78 9.68 0.00 9.68 0.00
979.00 0.00 0.00 0.00 0.00 0.00 0.00 88.00 0.00 0.00 0.00 9.44 7.73 0.00 7.73 0.00
979.50 0.00 0.00 0.00 0.00 0.00 0.00 33.00 0.00 0.00 0.00 7.09 5.79 0.00 5.79 0.00
980.00 0.00 0.00 0.00 0.00 0.00 0.00 27.00 0.00 0.00 0.00 4.75 3.86 0.00 3.86 0.00
980.50 0.00 0.00 0.00 0.00 0.00 0.00 22.00 0.00 0.00 0.00 2.40 1.94 0.00 1.94 0.00
981.00 0.00 0.00 0.00 0.00 0.00 0.00 26.00 0.00 0.00 0.00 10.20 8.37 0.00 8.37 0.00
981.50 0.00 0.00 0.00 0.00 0.00 0.00 11.00 0.00 0.00 0.00 18.01 14.97 0.00 14.97 0.00
982.00 0.00 0.00 0.00 0.00 0.00 0.00 14.00 0.00 0.00 0.00 25.81 21.74 0.00 21.74 0.00
982.50 0.00 0.00 0.00 0.00 0.00 0.00 25.00 0.00 0.00 0.00 33.61 28.67 0.00 28.67 0.00
983.00 0.00 0.00 0.00 0.00 0.00 0.00 23.00 0.00 0.00 0.00 41.42 35.77 0.00 35.77 0.00
983.30 0.00 0.00 0.00 0.00 0.00 0.00 18.20 0.00 0.00 0.00 46.10 40.11 0.00 40.11 0.00
983.50 0.00 0.00 0.00 0.00 0.00 0.00 15.00 0.00 0.00 0.00 41.75 36.29 0.00 36.29 0.00
984.00 0.00 0.00 0.00 0.00 0.00 0.00 17.00 0.00 0.00 0.00 30.88 26.79 0.00 26.79 0.00
984.50 0.00 0.00 0.00 0.00 0.00 0.00 15.00 0.00 0.00 0.00 20.02 17.32 0.00 17.32 0.00
985.00 0.00 0.00 0.00 0.00 0.00 0.00 15.00 0.00 0.00 0.00 9.15 7.90 0.00 7.90 0.00
985.20 0.00 0.00 0.00 0.00 0.00 0.00 13.00 0.00 0.00 0.00 4.80 4.14 0.00 4.14 0.00
985.50 0.00 0.00 0.00 0.00 0.00 0.00 10.00 0.00 0.00 0.00 5.91 5.10 0.00 5.10 0.00
985.90 0.00 0.00 0.00 0.00 0.00 0.00 22.00 0.00 0.00 0.00 7.40 6.36 0.00 6.36 0.00
986.30 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 6.56 5.72 0.00 5.72 0.00
987.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 5.10 4.54 0.00 4.54 0.00
988.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 2.76 0.00 2.76 0.00
